,Unnamed: 0,Title,Description,Date,Category,Source
126,126,Imagine Meta AI Image Generator Can Conjure Amazing Artwork And It’s Free - Hot Hardware,"There's a new AI image generator on the block, and it's pretty darn powerful. Best of all, it doesn't have a limit on uses per day.",2023-12-09T18:45:00Z,Technology,Hot Hardware
127,127,iPhone owners to get significant wireless charging boost - Yahoo Life,,2023-12-09T18:00:25Z,Technology,Yahoo Entertainment
128,128,LEGO Fortnite: Players recreate 9/11 in the first day - Business Insider,"LEGO Fortnite has a lower ESRB rating that the normal battle royale mode, but that didn't stop players from reenacting 9/11.",2023-12-09T17:56:00Z,Technology,Business Insider
129,129,OnePlus 12: The secret to beating Samsung and Pixel is striking the perfect balance? - PhoneArena,Why would anyone buy a Pixel 8 Pro or a Galaxy S23 Ultra when this phone exists?,2023-12-09T17:21:39Z,Technology,PhoneArena
130,130,AirTags Are Secretly Back Down To Their Black Friday Price – But We Don’t Know For How Long - HuffPost,These little location-tracking wonders flew off the shelves during Black Friday — and you can grab a 20% discount again right now.,2023-12-09T16:35:29Z,Technology,HuffPost
131,131,"Gemini Ultra, Google's new AI, could be smarter than OpenAI's GPT-4 - Business Insider","Gemini Ultra, the most advanced AI model from Google, has outperformed GPT-4 on a slate of benchmarks for evaluating AI, Google said.",2023-12-09T16:25:00Z,Technology,Business Insider
132,132,The 5 most impressive yet subtle GTA 5 innovations open world games (and beyond) are only just catching up to - Yahoo Entertainment,Grand Theft Advent | The lessons the games industry is still learning from 2013's biggest hit,2023-12-09T15:00:11Z,Technology,GamesRadar+
133,133,First Teaser of PMDG's 777 in MSFS - FSElite,"PMDG shares an update to the Boeing 737, Universal Flight Tablet and preview of the Boeing 777.",2023-12-09T14:30:00Z,Technology,FSElite
134,134,"13 Great Deals on Headphones, Wireless Earbuds, and Gaming Headsets - WIRED","Whether you’re picking up a last-minute gift or treating yourself, now’s a great time to snag some headphones on sale.",2023-12-09T12:00:00Z,Technology,Wired
135,135,Skiing Over 70: How Dedicated Seniors Stay Safe On the Slopes - WSJ - The Wall Street Journal,A dedicated class of old-time skiers keep having fun in the mountains while staying safe—using training tools that could help athletes of all ages,2023-12-09T11:00:00Z,Technology,The Wall Street Journal
136,136,TikTok to invest $1.5 bln in GoTo unit to restart e-commerce in Indonesia - Reuters,,2023-12-11T05:42:21Z,Business,Reuters
137,137,"13 Relationship Deal-Breakers, According To Men - BuzzFeed","""Doing this tells me exactly who you are.""",2023-12-11T04:46:02Z,Business,Buzzfeed
138,138,Macy's investors mount $5.8 billion buyout bid - Reuters,,2023-12-11T04:29:00Z,Business,Reuters
139,139,‘These waiters know what they’re doing’: Woman discovers she was charged $16 for water she didn’t ask for—because server ‘hovered’ with card reader - The Daily Dot,A fancy restaurant overcharged a woman for water. Now she's calling them out on their 'deceptive practices.',2023-12-11T03:31:51Z,Business,The Daily Dot
140,140,Authorities issue alert about new retail gift card scam - NBC News,"With holiday shopping underway, authorities have issued an alert about a pervasive scam where criminals tamper with retail gift cards and steal people’s mone...",2023-12-11T03:30:10Z,Business,YouTube
141,141,"Bitcoin wipes nearly a week of gains in 20 minutes, falling under $41K - Cointelegraph","The price of Bitcoin briefly dipped below the $41,000 mark on December 11.",2023-12-11T03:22:30Z,Business,Cointelegraph
142,142,"DoorDash, MongoDB To Join Nasdaq 100; Enphase, Zoom Video Exit - Investor's Business Daily",,2023-12-11T03:02:00Z,Business,Investor's Business Daily
143,143,"Asian stocks rise with Fed in focus, Chinese disinflation woes weigh By Investing.com - Investing.com","Asian stocks rise with Fed in focus, Chinese disinflation woes weigh",2023-12-11T02:15:00Z,Business,Investing.com
144,144,Blighted new S.F. condo building set to be reborn as rentals in 2024 - San Francisco Chronicle,,2023-12-11T01:54:50Z,Business,San Francisco Chronicle
145,145,Japanese tech giant Rakuten plans to launch proprietary AI model - CNBC,Rakuten CEO Hiroshi Mikitani said the company is planning to launch its own large language model.,2023-12-11T01:39:00Z,Business,CNBC
146,146,SumUp taps €285M more in growth funding to weather the fintech storm - TechCrunch,"SumUp -- the fintech that provides payments and related services to some 4 million small businesses in Europe, the Americas and Australia -- has picked up",2023-12-11T01:34:00Z,Business,TechCrunch
147,147,A Record High Is in the Cards for US Stocks in 2024 - Bloomberg,"Survey participants expect the US to avoid a recession, but they view weaker consumers as the biggest threat to the rally",2023-12-11T01:01:14Z,Business,Bloomberg
148,148,34 Pretty Trinkets To Buy Yourself Just Because - BuzzFeed,"Hmm, would you look at the time, it's ""buy myself this cult-fave $15 ring for no reason o'clock.""",2023-12-11T01:01:02Z,Business,Buzzfeed
150,150,Wall Street Gets Ready to Cash In on $1 Trillion Climate Market - Yahoo Finance,,2023-12-11T00:00:00Z,Business,Yahoo Entertainment
151,151,Jack Ma's Biggest E-Commerce Rival Is Coming for Amazon - Yahoo Finance,(Bloomberg) -- Jack Ma essentially invented the e-commerce business in China by co-founding Alibaba Group Holding Ltd. and steering it to the top of the...,2023-12-11T00:00:00Z,Business,Yahoo Entertainment
152,152,Shari Redstone reportedly in talks to sell Paramount parent to Skydance - MarketWatch,"Media tycoon Shari Redstone is in talks to sell controlling interesting in Paramount parent National Amusements to media and entertainment company Skydance,...",2023-12-10T23:49:00Z,Business,MarketWatch
153,153,CNBC Daily Open: Soft landing in sight? - CNBC,"A resilient jobs market, together with buoyant consumer sentiment, are preparing the path for a soft economic landing.",2023-12-10T23:48:51Z,Business,CNBC
154,154,Stock futures are little changed ahead of final Fed meeting of 2023: Live updates - CNBC,Stock futures are little changed as investors await this week's final Fed meeting of 2023 for signals on when central bankers will begin to cut rates.,2023-12-10T23:46:00Z,Business,CNBC
155,155,"Is There a Mass Exodus of Former Silicon Valley Tech Companies From Austin, Texas? - Slashdot","""Over the years, Austin has seen a huge migration of tech companies moving to the city, from billionaire owners of Twitter (X) to the largest search engine in the world,"" according to a local news site in Texas. 

""But many startups are now choosing to leave …",2023-12-10T23:46:00Z,Business,Slashdot.org
156,156,Target's Best 12 Under $40 Holiday Dresses - Real Simple,"Target’s winter collection is full of flattering and comfortable dresses for holiday parties. Shop midi and mini dresses in winter fabrics from popular brands like Universal Thread, Wild Fable, and more.",2023-12-10T22:00:00Z,Business,Real Simple
157,157,Meathead Movers sued over age discrimination after touting 'student-athlete' workers - Fox Business,The Equal Employment Opportunity Commission is suing a moving company called Meathead Movers over alleged age discrimination in its hiring and marketing practices.,2023-12-10T21:55:00Z,Business,Fox Business
158,158,Cigna pulls out of blockbuster deal to create insurance giant with Humana - Financial Times,Merger would have been largest of year and created a $140bn healthcare insurer,2023-12-10T21:47:39Z,Business,Financial Times
159,159,SCAM ALERT! If you use Paypal you may want to read this. - Daily Kos,Here’s what happened to me. I got a robocall yesterday claiming it was from Paypal. It was an alert warning me that someone was attempting to change my password. If it helps the number was (888)401-5203. The automated voice said that someone was trying...,2023-12-10T21:34:18Z,Business,Dailykos.com
160,160,"Portland Police's retail theft mission arrests 24, recovers over $3,500 - KATU","The Portland Police Bureau&rsquo;s Central and East Precincts conducted a retail theft mission on Saturday, December 9.Officials say the mission resulted in 24 arres",2023-12-10T20:58:52Z,Business,KATU
161,161,Bitcoin’s bounce ‘still early innings’ - Fox Business,Bitcoin has been climbing and the tailwinds behind the largest cryptocurrency by market value may continue to drive prices higher into 2024. Coinbase is also sending off a bullish signal.,2023-12-10T20:35:00Z,Business,Fox Business
162,162,"As first phase of Kennedy Expressway rehab ends, here's what lies ahead for Chicago - NBC Chicago","The Kennedy Expressway is set to return to normal for at least a few months, as Phase 1 of an ambitious $150 million project is wrapping up this weekend.",2023-12-10T20:11:55Z,Business,NBC Chicago
163,163,This 2024 Rule Change Could Crush Tesla Stock - The Motley Fool,Tesla is losing a valuable tax credit on some vehicles. Here's what it means.,2023-12-10T19:53:00Z,Business,Motley Fool
164,164,Battery Startup ONE Demotes Founder and CEO During Cash Crunch - Bloomberg,"Our Next Energy Inc., a battery startup that hopes to rival China with vital energy storage technology, has replaced founder and Chief Executive Officer Mujeeb Ijaz as it faces a failed funding round and cash crunch.",2023-12-10T19:42:55Z,Business,Bloomberg
165,165,"Tesla Cybertruck Officially Approved For $7,500 EV Tax Credit - InsideEVs ","The recently launched Tesla Cybertruck has been officially approved for the $7,500 federal tax credit in 2023.",2023-12-10T18:39:00Z,Business,InsideEVs 
166,166,"NYC's $15 congestion toll bad for Broadway shows, rep says: 'Just another impediment - New York Post ",The head of a business group representing the Broadway Theater District and Times Square gave a scathing review to the state’s plan to impose a $15 “congestion” toll to enter the …,2023-12-10T18:21:00Z,Business,New York Post
167,167,Two Mega Millions tickets that hit $394 million jackpot sold at same California store - Sacramento Bee,"An Encino gas station sold two Mega Millions tickets that hit the $394 million jackpot Dec. 8, California Lottery officials say.",2023-12-10T17:46:11Z,Business,Sacramento Bee
168,168,What Sam Altman did that was so bad he got fired from OpenAI - Business Insider,"As details about Sam Altman's brief (yet still shocking) ouster come to light, it seems as if Altman may have at times been a manipulative leader.",2023-12-10T17:21:00Z,Business,Business Insider
169,169,McDonald’s opens first location of new spinoff chain focusing on customizable drinks - NBC News,"The drive-thru line at an Illinois shopping center stretched for more than a mile on the opening day of America’s first-ever CosMc’s, a new chain opened by M...",2023-12-10T17:15:02Z,Business,YouTube
170,170,"Younger shoppers using buy now, pay later more: VantageScore CEO - Yahoo Finance","Credit card debt and delinquencies are rising, with some experts warning of a credit card crisis with the advent of holiday spending. Younger consumers are h...",2023-12-10T17:00:24Z,Business,YouTube
171,171,"Home prices will fall in Portland next year, real estate analysts predict - KOIN.com",Home prices here are expected to drop by much more than the national average.,2023-12-10T15:15:00Z,Business,KOIN.com
172,172,Timiraos: Fed unlikley to talk about rate cuts and perhaps may not for several months - ForexLive,The Fed decision is on Wednesday and WSJ Fedwatcher Nick Timiraos is out with his latest. Here's the key passage: . Fed officials aren’t likely to entertain serious conversations about when to cut ...,2023-12-10T14:55:00Z,Business,ForexLive
173,173,Nvidia CEO aims to set up a base in Vietnam - Reuters,,2023-12-10T14:45:00Z,Business,Reuters
174,174,What the billion-dollar battle over bankrupt freight company Yellow means to truckers and the economy - CNBC,"Bankrupt trucking company Yellow turned down a billion-dollar bid to resurrect its operations, but the blow is more to the individual trucker than the economy.",2023-12-10T14:30:46Z,Business,CNBC
175,175,"The 50+ best Amazon deals this weekend — save up to 80% on Keurig, AirPods, vacuums and more - Yahoo Life","Plus, score toys, throw blankets and more gifts for the entire family for a steal.",2023-12-10T14:22:10Z,Business,Yahoo Entertainment
176,176,"There's a hidden benefit to Alaska Airlines buying Hawaiian Airlines, and you'll love it - The Manual","This deal has the potential to change air travel as we know it, and can be even more useful for frequent flyers.",2023-12-10T14:00:23Z,Business,Themanual.com
177,177,6 Dynamic New Aircraft That Are Hitting the Skies Soon - Robb Report,"A bumper crop of highly-anticipated releases by names like Cessna, Gulfstream, and Dassault is on the horizon.",2023-12-10T14:00:00Z,Business,Robb Report
178,178,"Pledges from climate talks not enough to limit global warming to 1.5 degrees, IEA says - CNN","The world is still way off track to limit global warming to a crucial 1.5-degree threshold, despite pledges made by dozens of countries at UN-backed climate talks in Dubai, an analysis by the International Energy Agency published Sunday shows.",2023-12-10T13:55:00Z,Business,CNN
179,179,"China proposes trading cost cuts for mutual funds, to regulate commissions - Reuters","China's securities regulator has published draft rules aimed at cutting trading commissions for mutual funds and addressing the conflict of interest between the securities trading and fund sales businesses of brokerages, the latest reform to the $3.8 trillion…",2023-12-10T13:41:00Z,Business,Reuters
180,180,Troubled retailer Sears quietly reopens two stores. What is behind the comeback? - The Mercury News,"The talk of Sears’ demise may be premature: just two months ago, a previously shuttered Sears in Burbank quietly turned the lights back on. Two weeks after that, another reopened in Washington.",2023-12-10T13:01:20Z,Business,The Mercury News
181,181,"Amid Mass Layoffs, Spotify's Chief Financial Officer Announces Exit - NDTV",Paul Vogel joined the company in 2016 as the head of investor relations and was promoted to the position of CFO in 2020.,2023-12-10T12:44:40Z,Business,NDTV News
182,182,Auto loan rejections are at an all-time high — here's how to improve your odds of getting approved - CNBC,Rejection rates for auto loans and other lines of credit have risen this year.,2023-12-10T12:00:48Z,Business,CNBC
183,183,"Charlie Munger Talked Regrets, Mistakes, Lessons in Final TV Interview - Markets Insider","Charlie Munger said he could have been a trillionaire, buying Alibaba for his family was his worst trade, and he doesn't regret his Diet Coke habit.",2023-12-10T11:35:00Z,Business,Business Insider
184,184,25 Things To Organize All The Miscellaneous Stuff Lying Around Your Home - BuzzFeed,"Finally tackle clutter in your closet, cabinets, junk drawers, and more.",2023-12-10T11:31:03Z,Business,Buzzfeed
185,185,"Mortgage Interest Rates Today, December 10, 2023 | Rates At Lowest Point Since Late July - Business Insider","These are today's mortgage and refinance rates. As inflation has slowed, rates have fallen to their lowest levels in over four months. And they could drop further.",2023-12-10T11:00:00Z,Business,Business Insider
186,186,Renters Are Starting to Get Concessions From Landlords Again - The Wall Street Journal,"After years of double-digit rent increases, owners are vying to fill new buildings by offering a month free, gift cards and other perks",2023-12-10T10:30:00Z,Business,The Wall Street Journal
187,187,Heathrow Airport: How Saudi Arabia May Ultimately Gain Control - Bloomberg,"Saudi Arabia may ultimately gain majority control of London Heathrow Airport, Europe’s busiest, as several shareholders consider the sale of their interests, the Times reported on Sunday.",2023-12-10T09:35:50Z,Business,Bloomberg
188,188,Moody's Wonders If China's Debt Troubles Echo Bubble-Era Japan - Forbes,"When Moody’s Investors Service announced to the world it might downgrade China, the lessons from Japan’s deflationary nightmare were written between the lines in bold font.",2023-12-10T09:00:00Z,Business,Forbes
189,189,Why Treasury Auctions Have Wall Street on Edge - The Wall Street Journal,Here’s what investors are watching in the U.S. government’s coming debt sales,2023-12-10T02:32:24Z,Business,The Wall Street Journal
190,190,Thousands descend on NYC for the annual Santa-themed bar crawl SantaCon - The Associated Press,Thousands of people dressed as jolly Old St. Nick have descended on New York City for the annual SantaCon charity pub crawl. The booze-fueled stroll through Manhattan kicked off Saturday morning in bars in midtown. Revelers were expected to make their way dow…,2023-12-09T23:05:00Z,Business,Associated Press
191,191,Why FDA approval of sickle cell gene therapy is a 'big deal' - PBS NewsHour,"Sickle cell disease is a chronic, debilitating condition that affects nearly 100,000 Americans, most of them with African ancestry. Now, the FDA has approved a groundbreaking treatment for it that uses the gene-editing tool CRISPR. John Yang speaks with Yale …",2023-12-09T22:40:56Z,Business,PBS
192,192,"OpenAI Investigates 'Lazy' GPT-4 Complaints On Google Reviews, X - Search Engine Journal",Is GPT-4 performance declining? Explore OpenAI's insights on training chat models and response to complaints shared on Google Reviews and X.,2023-12-09T18:53:29Z,Business,Search Engine Journal
193,193,Why retailers don't do more to prevent shoplifting - CNN,"Why don't retailers do more to prevent shoplifting? ""There is no merchandise in the store more valuable than the safety and well-being of the employees and t...",2023-12-09T18:30:02Z,Business,YouTube
194,194,Microsoft Tried to Mask Its Power Over OpenAI. the Sam Altman Drama Ruined That. - Business Insider,"Sam Altman's firing from OpenAI, and the role Microsoft played in his return, has revealed the power the software giant exerts over the startup.",2023-12-09T16:59:00Z,Business,Business Insider
195,195,You'll be buying electric cars from tech companies soon – here's why - TechRadar,Xiaomi reveals its EV plans… but is this just the beginning?,2023-12-09T16:00:40Z,Business,TechRadar
196,196,Swedish court rules against Tesla as labor woes spread to Denmark and Finland - Boing Boing,"A court in Sweden has thrown out Tesla’s lawsuit against the country’s postal service, which is backing Tesla mechanics’ strike there by refusing to deliver plates for the U.S. ca…",2023-12-09T15:55:35Z,Business,Boing Boing
197,197,China’s deflation fears intensify as consumer prices fall at the steepest pace in three years - Fortune,Deflation is dangerous for China because it can lead to a downward spiral of economic activity.,2023-12-09T15:10:00Z,Business,Fortune
198,198,"Landspace launches third methane Zhuque-2, targets 2025 launch of new stainless steel rocket - SpaceNews","Landspace launches third methane Zhuque-2, targets 2025 launch of new stainless steel rocket Chinese launch startup Landspace successfully sent satellites into orbit for the first time Friday and revealed details of a new stainless steel rocket.",2023-12-09T14:40:10Z,Business,SpaceNews
199,199,System of intelligence — generative AI at the app layer - TechCrunch,"As generative AI shapes the next generation of application products, we can expect even more sweeping evolution.",2023-12-09T14:36:02Z,Business,TechCrunch
200,200,AMD Stock: All Eyes on the New AI Chip — Here’s What Morgan Stanley Expects - TipRanks,"On Thursday, December 7, 2023, semiconductor chip powerhouse Advanced Micro Devices (NASDAQ:AMD) unveiled its newest line of chips designed for the artificial intel...",2023-12-09T13:34:59Z,Business,Tipranks.com
201,201,Holiday theft: Metro Phoenix police share tips to stay safe - The Arizona Republic,"With an increase of holiday shopping online, residents should stay aware of package thieves, according to Chandler Police Department.",2023-12-09T13:04:05Z,Business,AZCentral
202,202,"The Fed watcher who called the 2007 housing bubble expects interest rates to stay high for ‘much, much, much longer.’ It’s payback for the unsustainable ‘free money era’ - Fortune",Jim Grant of Grant's Interest Rate Observer believes it will take years to undo the kinks from a decade of ultra-low interest rates.,2023-12-09T11:00:00Z,Business,Fortune
203,203,Baltimore's light rail is long overdue for a rehab. How did we get here? - The Baltimore Banner,The suspension of light rail service has raised questions about why the state did not overhaul its older railcars sooner.,2023-12-09T10:30:00Z,Business,Thebaltimorebanner.com
204,204,TikTok to invest $1.5 bln in GoTo unit to restart e-commerce in Indonesia - Reuters,,2023-12-11T05:42:21Z,Politics,Reuters
205,205,"December 10, 2023 Israel-Hamas war - CNN","Clashes between the Israeli military and Hamas are taking place in multiple parts of the Gaza Strip, including in the main southern city of Khan Younis. Follow here for the latest live news updates.",2023-12-11T05:36:04Z,Politics,CNN
206,206,"NFL Week 14 grades: Cowboys earn an 'A' for destroying Eagles, Chiefs get a 'C' for second straight loss - CBS Sports",Here are the Week 14 grades for every NFL team,2023-12-11T04:40:00Z,Politics,CBS Sports
207,207,Cowboys dominant against Eagles as NFC playoff race heats up - ESPN,"The Eagles struggled to get anything going on offense, while the Cowboys were in full control all night in Arlington.",2023-12-11T04:32:00Z,Politics,ESPN
208,208,Macy's investors mount $5.8 billion buyout bid - Reuters,,2023-12-11T04:29:00Z,Politics,Reuters
209,209,CNN Hero of the Year makes surprise announcement during acceptance speech - CNN,"Dr. Kwane Stewart — a veterinarian whose nonprofit, Project Street Vet, provides medical care to the pets of people experiencing homelessness — is the 2023 C...",2023-12-11T04:17:22Z,Politics,YouTube
210,210,Person of interest taken into custody in stabbing death of Detroit synagogue president: police - ABC News,"""DPD can confirm that a person of interest has been taken into custody.""",2023-12-11T03:54:11Z,Politics,ABC News
211,211,Russians banned from travel to hand over passports within five days - Reuters,"Russians who have been banned from travelling abroad will have to hand over their passports to authorities within five days after being notified, according to a government decree that comes into force on Monday.",2023-12-11T03:25:00Z,Politics,Reuters
212,212,Donald Trump cancels plans to testify at civil fraud trial in New York - Al Jazeera English,Former US president says he has ‘nothing more to say’ after testifying in his defence last month.,2023-12-11T03:12:53Z,Politics,Al Jazeera English
213,213,Lakers' LeBron James Shows Love to Bronny After USC Debut: 'You're Simply Incredible' - Bleacher Report,"Bronny James made his debut for the USC Trojans on Sunday, and his father and Los Angeles Lakers star LeBron James is beaming with pride. James paid tribute…",2023-12-11T03:02:38Z,Politics,Bleacher Report
214,214,Patrick Mahomes Says He Still Wants Travis Kelce's Non-TD to Be Shown When He Enters Hall of Fame - Sports Illustrated,"Travis Kelce made a play that should have gone down in NFL history. Instead, it was called back due to a penalty.",2023-12-11T02:41:38Z,Politics,Sports Illustrated
215,215,"Asian stocks rise with Fed in focus, Chinese disinflation woes weigh By Investing.com - Investing.com","Asian stocks rise with Fed in focus, Chinese disinflation woes weigh",2023-12-11T02:15:00Z,Politics,Investing.com
216,216,Nashville tornado: Residents clean up after severe weekend storms kill 6 - The Associated Press,"Photos posted by a fire department showed damaged houses with strewn debris, a tractor-trailer flipped on its side and insulation ripped out of building walls. Tens of thousands were still without power Sunday.",2023-12-11T02:01:00Z,Politics,Associated Press
217,217,University of Pennsylvania President resigns - 4 News Now,,2023-12-11T01:55:35Z,Politics,YouTube
218,218,"Deadly Rocky Mountain spotted fever outbreak in California likely came from Mexico, CDC says - Fox News","An outbreak of Rocky Mountain spotted fever reported in southern California has led to three deaths, according to a CDC advisory. Dr. Marc Siegel weighed in on the health situation.",2023-12-11T01:18:00Z,Politics,Fox News
219,219,GTA 6 fan reimagines trailer for Switch port using PlayStation 1 graphics - Dexerto,A GTA 6 fan has created the new announcement trailer using old school PlayStation graphics and claimed this is what the Switch port would be.,2023-12-11T00:59:37Z,Politics,Dexerto
220,220,Israel Hamas live updates: Netanyahu says Hamas militants surrendering - USA TODAY,,2023-12-11T00:19:53Z,Politics,USA Today
221,221,"'The Boy and the Heron,' Miyazaki's final film, soars to number one at the box office - WKRC TV Cincinnati","For the first time in Hayao Miyazaki's decades-spanning career, the 82-year-old Japanese anime master is No. 1 at the North American box office.",2023-12-10T23:55:41Z,Politics,WJLA
222,222,Stock futures are little changed ahead of final Fed meeting of 2023: Live updates - CNBC,Stock futures are little changed as investors await this week's final Fed meeting of 2023 for signals on when central bankers will begin to cut rates.,2023-12-10T23:46:00Z,Politics,CNBC
223,223,"Downpours, gusty winds, some snow move through New Hampshire into Monday - WMUR Manchester","A strong storm system is moving in, bringing heavy rain and areas of strong winds into Monday.",2023-12-10T23:43:00Z,Politics,WMUR Manchester
224,224,"Anna ""Chickadee"" Cardwell, reality TV star from ""Here Comes Honey Boo Boo,"" dies at 29 - CBS News","Reality TV star Mama June Shannon announced her daughter Anna ""Chickadee"" Cardwell died on Dec. 9 in an Instagram post.",2023-12-10T23:12:14Z,Politics,CBS News
225,225,Argentine President Milei warns economic shock unavoidable in maiden speech - Reuters Canada,"Argentina libertarian economist <a href=""/world/americas/argentinas-milei-must-learn-political-game-make-changes-he-seeks-2023-11-20/"">Javier Milei</a> took office on Sunday warning in his maiden speech that he had no alternative to a sharp, painful fiscal sh…",2023-12-10T23:04:00Z,Politics,Reuters
226,226,Senator Warren calls out Apple for shutting down Beeper’s ‘iMessage to Android’ solution - TechCrunch,"U.S. Senator Elizabeth Warren (D-Mass.) is throwing her weight behind Beeper, the app that allowed Android users to message iPhone users via iMessage,",2023-12-10T22:51:23Z,Politics,TechCrunch
227,227,"What to know about COVID, RSV and flu vaccines this winter - PBS NewsHour","As we head into the winter holidays, John Yang speaks with epidemiologist Katelyn Jetelina about the current state of affairs with COVID, RSV and flu infections, lagging vaccination rates and how to stay healthy this season.",2023-12-10T22:40:32Z,Politics,PBS
228,228,Democrat says charges against 'very troubled' Hunter Biden are 'legally justified' - New York Post ,Sen. Chris Murphy defended the latest charges slapped against first son Hunter Biden.,2023-12-10T21:16:00Z,Politics,New York Post
229,229,"Bachelor Nation's Kylee Russell and Aven Jones Break Up After ""Multiple Infidelities"" - E! NEWS","After Bachelor in Paradise's Kylee Russell announced she and Aven Jones had split following what she alleged were ""multiple infidelities,"" her ex issued an apology.",2023-12-10T21:09:00Z,Politics,Eonline.com
230,230,Apple may release M3 MacBook Air in March and refine its iPad lineup with new iPad Pro and iPad Air - Engadget,"Bloomberg's Mark Gurman has predicted Apple will release new iPad Pros and iPad Airs in March, both coming in two size options. He also says Apple will...",2023-12-10T20:54:25Z,Politics,Engadget
231,231,Pentagon's mysterious X-37B unmanned space drone set to launch again - New York Post ,"The US Space Force’s mysterious X-37B unmanned drone is expected to soar into space once again, this time reaching new heights — as some speculate it may be used to search for threats from hostile …",2023-12-10T20:12:00Z,Politics,New York Post
232,232,Activists protest against 'false solutions' at Cop28 - The Independent,,2023-12-10T18:22:31Z,Politics,YouTube
233,233,Colossal sea monster unearthed in UK - BBC News - BBC News,"The skull of a colossal sea monster has been extracted from the cliffs of the Jurassic Coast in Dorset, UK.It belongs to a pliosaur, a ferocious marine repti...",2023-12-10T17:19:42Z,Politics,YouTube
234,234,Elon Musk restores Alex Jones X account - Eyewitness News ABC7NY,The conspiracy theorist's X account has been reactivated by Elon Musk. Read more: https://abc7ny.com/elon-musk-x-alex-jones-account-reactivated/14161916/Find...,2023-12-10T16:22:41Z,Politics,YouTube
235,235,"Chronic fatigue syndrome is not rare, says new CDC survey - WBAL TV Baltimore",Health officials are releasing the first nationally representative estimate of how many U.S. adults have chronic fatigue syndrome: 3.3 million.,2023-12-10T12:53:00Z,Politics,WBAL TV Baltimore
236,236,"Some besieged Gazans say they face 'no future' there, want to leave for good - ABC News",“I cannot accept the idea of living here with my children.”,2023-12-10T11:06:36Z,Politics,ABC News
237,237,Combating Mystery Canine Illness Impacting Nation - MyMotherLode.com,The warnings have gone out around the country for pet owners to watch their dogs for any signs of the respiratory illness.,2023-12-09T22:00:59Z,Politics,MyMotherLode.com
238,238,"Gemini Ultra, Google's new AI, could be smarter than OpenAI's GPT-4 - Business Insider","Gemini Ultra, the most advanced AI model from Google, has outperformed GPT-4 on a slate of benchmarks for evaluating AI, Google said.",2023-12-09T16:25:00Z,Politics,Business Insider
239,239,"Saturday Citations: Extragalactic stars in the Milky Way, more biolinguistic evidence and couples coping with COVID - Phys.org","This week we look at migratory stars, communicative children and how to make the best cup of coffee, as well as examining some of the latest COVID advice.",2023-12-09T13:10:01Z,Politics,Phys.Org
240,240,Ancient Stars Forged Elements Heavier Than Anything Ever Found in Nature - ScienceAlert,"Stars at the very dawn of time must have been capable of creating elements far heavier than anything that has ever been found naturally occurring on Earth, or at all in the wider Universe.",2023-12-09T11:29:18Z,Politics,ScienceAlert
241,241,"San Jose Sharks at Vegas Golden Knights | FULL Shootout Highlights - December 10, 2023 - SPORTSNET","Watch the full shootout between the San Jose Sharks and the Vegas Golden Knights from Sunday, December 10, 2023. --------------------------------------------...",2023-12-11T05:56:14Z,Sports,YouTube
242,242,49ers QB Purdy extends historic passing streak in win vs. Seahawks - NBC Sports Bay Area,49ers quarterback Brock Purdy joined Joe Montana in the NFL record book after San Francisco’s Week 14 win over the Seahawks.,2023-12-11T05:24:37Z,Sports,Nbcsportsbayarea.com
243,243,Every Brandon Aubrey FG from historic 'SNF' performance | Week 14 - NFL,"Watch live local and primetime games, NFL RedZone, and NFL Network on Plus.NFL.comCheck out our other channels:NFL Mundo https://www.youtube.com/mundonflNFL ...",2023-12-11T05:09:03Z,Sports,YouTube
244,244,"NHL Highlights | Wild vs. Kraken - December 10, 2023 - SPORTSNET",Filip Gustavsson made 24 saves and Matt Boldy's goal held up as the winner as the Minnesota Wild shut out the Seattle Kraken 3-0.----------------------------...,2023-12-11T05:02:12Z,Sports,YouTube
245,245,"As NFL team owners head to Dallas for winter meetings, the league needs to address its officiating meltdown - Yahoo Sports",,2023-12-11T04:50:00Z,Sports,Yahoo Entertainment
246,246,"NFL Week 14 grades: Cowboys earn an 'A' for destroying Eagles, Chiefs get a 'C' for second straight loss - CBS Sports",Here are the Week 14 grades for every NFL team,2023-12-11T04:40:00Z,Sports,CBS Sports
247,247,Cowboys dominant against Eagles as NFC playoff race heats up - ESPN,"The Eagles struggled to get anything going on offense, while the Cowboys were in full control all night in Arlington.",2023-12-11T04:32:00Z,Sports,ESPN
248,248,"NFL Week 14 Recap: Immediate fantasy football takeaways from Sunday's games | Fantasy Football News, Rankings and Projections - Pro Football Focus","PFF's fantasy football recap focuses on player usage and stats, breaking down all the vital information you need to achieve fantasy success in 2023.",2023-12-11T04:07:12Z,Sports,Pff.com
249,249,‘Not very happy’- Ronald Araujo gives his verdict on Barcelona’s defeat to Girona - Barca Blaugranes,The defender spoke after the loss,2023-12-11T04:00:00Z,Sports,Barca Blaugranes
250,250,NFL Winners and Losers: Browns' Joe Flacco might go from his couch to the playoffs - Yahoo Sports,Joe Flacco was a forgotten man just a few weeks ago.,2023-12-11T03:55:00Z,Sports,Yahoo Entertainment
